id,name,age,salary,city,score
1392,Frank,35,81793,Hyderabad,77.38
1393,Eve,56,100514,Chennai,57.02
1394,Alice,54,99620,Delhi,7.37
1395,Julia,19,38989,Kolkata,96.64
1396,Alice,24,34570,Chennai,59.69
1397,Bob,59,119515,Hyderabad,24.46
1398,Eve,27,37631,Delhi,93.37
1399,Charlie,51,76933,Hyderabad,7.04
1400,Eve,48,86615,Pune,96.45
1401,Eve,42,110759,Mumbai,52.77
1402,Hana,59,82983,Kolkata,57.89
1403,Grace,57,40734,Hyderabad,66.4
1404,Alice,58,53951,Pune,25.3
1405,Eve,35,60244,Hyderabad,94.84
1406,Grace,52,96727,Kolkata,16.65
1407,Alice,53,69676,Kolkata,56.48
1408,Frank,44,81328,Hyderabad,6.15
1409,Alice,48,25056,Chennai,28.23
1410,Frank,58,90294,Pune,86.87
1411,Julia,24,100873,Mumbai,3.99
1412,Ivan,43,79839,Pune,6.6
1413,Ivan,52,33169,Bangalore,49.0
1414,Bob,46,68927,Kolkata,79.76
1415,Julia,32,23328,Chennai,87.34
1416,Julia,27,99628,Pune,14.09
1417,Julia,58,102650,Hyderabad,65.82
1418,David,34,119789,Kolkata,54.98
1419,Charlie,31,21574,Pune,86.82
1420,David,44,63007,Chennai,31.05
1421,Bob,42,115477,Kolkata,76.93
1422,Grace,48,25775,Bangalore,79.81
1423,Bob,24,81963,Delhi,15.51
1424,Grace,50,37189,Hyderabad,95.0
1425,Frank,29,110004,Kolkata,21.19
1426,Charlie,44,96489,Pune,50.89
1427,Julia,51,50303,Pune,74.3
1428,Bob,26,77886,Delhi,11.33
1429,Eve,26,57264,Bangalore,7.89
1430,Bob,52,63566,Bangalore,4.34
1431,Hana,49,29543,Bangalore,31.36
1432,Frank,26,92112,Kolkata,90.64
1433,Frank,46,28228,Chennai,84.29
1434,Hana,23,40414,Bangalore,79.4
1435,Eve,49,41441,Kolkata,39.93
1436,Eve,49,85110,Hyderabad,27.5
1437,Alice,27,88928,Kolkata,71.03
1438,Bob,50,87550,Kolkata,86.46
1439,Hana,44,89565,Bangalore,51.76
1440,Charlie,36,50961,Delhi,57.12
1441,David,54,76888,Hyderabad,7.36
1442,Frank,30,38526,Mumbai,69.43
1443,Frank,34,42939,Pune,62.07
1444,Julia,49,64783,Mumbai,87.42
1445,Julia,27,61262,Mumbai,27.73
1446,Frank,22,55943,Bangalore,88.87
1447,Grace,38,20529,Delhi,59.94
1448,Alice,58,32378,Mumbai,42.15
1449,Charlie,47,34449,Mumbai,55.89
1450,Alice,32,77635,Mumbai,67.19
1451,Charlie,47,32041,Chennai,63.3
1452,Eve,33,91954,Chennai,55.57
1453,Ivan,29,111374,Pune,5.9
1454,Frank,46,48755,Mumbai,57.42
1455,Julia,31,88634,Hyderabad,17.46
1456,Eve,54,83755,Bangalore,72.37
1457,Charlie,37,107815,Pune,82.49
1458,Frank,19,104683,Delhi,66.01
1459,Hana,52,37900,Chennai,37.2
1460,David,18,27885,Kolkata,47.38
1461,David,39,20311,Chennai,94.37
1462,Hana,51,65958,Mumbai,12.11
1463,Charlie,57,101796,Chennai,31.93
1464,Charlie,43,95370,Pune,18.47
1465,Eve,50,114967,Bangalore,17.09
1466,Frank,27,35206,Mumbai,24.28
1467,Alice,23,72071,Chennai,61.8
1468,Eve,25,96623,Bangalore,91.98
1469,Charlie,30,77783,Pune,27.86
1470,Charlie,33,96988,Pune,77.54
1471,Eve,41,64259,Hyderabad,3.84
1472,Alice,50,46400,Chennai,73.85
1473,Frank,22,74156,Delhi,83.26
1474,Julia,23,72782,Pune,98.57
1475,Bob,45,96731,Bangalore,14.89
1476,Alice,19,35900,Kolkata,33.21
1477,Frank,35,35348,Delhi,62.85
1478,Julia,48,45315,Delhi,93.81
1479,Hana,37,74589,Mumbai,0.58
1480,Bob,34,27442,Delhi,12.4
1481,Charlie,51,103749,Delhi,51.9
1482,Charlie,51,57095,Kolkata,24.65
1483,Hana,18,25459,Chennai,62.74
1484,Frank,19,80838,Delhi,57.5
1485,Charlie,43,95061,Chennai,91.07
1486,Grace,18,49276,Delhi,93.69
1487,Hana,54,35579,Pune,93.16
1488,Eve,40,68952,Mumbai,96.21
1489,Julia,38,45307,Delhi,12.23
1490,Grace,44,90943,Hyderabad,45.12
1491,Frank,31,47283,Kolkata,40.47
1492,Alice,38,107355,Kolkata,72.43
1493,Hana,40,74323,Mumbai,61.92
1494,Eve,48,35658,Kolkata,82.36
1495,Julia,37,31977,Chennai,2.26
1496,Bob,29,33948,Kolkata,9.2
1497,Charlie,28,75696,Bangalore,39.67
1498,Bob,33,68603,Delhi,5.79
1499,David,48,23721,Delhi,82.54
1500,Frank,56,32159,Bangalore,0.72
1501,Ivan,44,90073,Chennai,11.86
1502,Ivan,36,48739,Pune,63.88
1503,Alice,27,88559,Delhi,39.35
1504,David,19,116518,Kolkata,62.99
1505,Charlie,36,92603,Hyderabad,61.26
1506,Eve,51,100389,Pune,38.0
1507,Eve,31,76382,Chennai,69.15
1508,Bob,41,23008,Pune,44.72
1509,Hana,44,36279,Kolkata,52.42
1510,Grace,28,33711,Delhi,18.41
1511,Julia,35,44925,Chennai,42.91
1512,Grace,24,53546,Kolkata,80.7
1513,Bob,28,91873,Pune,33.54
1514,Grace,49,113688,Chennai,10.12
1515,Frank,59,48318,Chennai,95.37
1516,Grace,54,91277,Chennai,43.25
1517,Frank,23,98011,Delhi,58.19
1518,Charlie,45,42524,Hyderabad,70.51
1519,Eve,58,107512,Pune,16.81
1520,Charlie,55,81754,Chennai,19.07
1521,Bob,56,54751,Kolkata,41.37
1522,Eve,18,25025,Delhi,27.28
1523,Hana,56,61894,Delhi,41.95
1524,Grace,38,72552,Bangalore,70.21
1525,Julia,51,63047,Bangalore,97.11
1526,Charlie,39,55892,Delhi,68.64
1527,Hana,46,70404,Mumbai,95.05
1528,Grace,48,44758,Hyderabad,42.96
1529,Alice,53,94212,Pune,52.13
1530,Frank,37,27247,Pune,66.12
1531,Charlie,35,99655,Kolkata,20.01
1532,Hana,59,111812,Hyderabad,45.72
1533,Hana,29,118656,Pune,78.76
1534,Bob,54,69862,Mumbai,37.56
1535,Alice,23,81894,Kolkata,20.2
1536,David,29,108798,Chennai,18.17
1537,Eve,40,119648,Mumbai,15.57
1538,Julia,57,59072,Hyderabad,79.45
1539,Ivan,28,41215,Mumbai,37.79
1540,Eve,41,85730,Hyderabad,10.48
1541,Grace,52,81095,Kolkata,74.53
1542,Hana,45,48259,Pune,6.81
1543,Julia,44,104643,Pune,47.72
1544,Charlie,48,21990,Bangalore,2.28
1545,Hana,50,44589,Kolkata,95.76
1546,Grace,54,108938,Bangalore,55.94
1547,Ivan,40,117777,Mumbai,30.93
1548,Bob,49,62528,Bangalore,42.14
1549,Eve,31,100889,Pune,50.58
1550,Hana,49,24789,Pune,87.33
1551,Bob,35,59163,Chennai,24.92
1552,Hana,50,117548,Pune,49.19
1553,Alice,31,116828,Pune,7.7
1554,Charlie,28,22037,Chennai,54.05
1555,Frank,19,51800,Hyderabad,51.43
1556,Charlie,52,55235,Kolkata,49.77
1557,David,50,92124,Mumbai,28.37
1558,Grace,20,65749,Kolkata,24.89
1559,Grace,41,112005,Chennai,5.45
1560,Eve,39,73911,Mumbai,14.06
1561,Alice,40,23461,Kolkata,82.98
1562,Charlie,39,101668,Hyderabad,88.96
1563,Ivan,56,98179,Pune,14.81
1564,Alice,51,112142,Hyderabad,28.98
1565,David,41,59644,Pune,54.47
1566,Eve,32,115283,Bangalore,6.21
1567,Bob,44,89954,Delhi,95.74
1568,Frank,32,116737,Delhi,89.67
1569,Frank,39,96492,Delhi,29.47
1570,Frank,51,41290,Bangalore,14.15
1571,Bob,59,106353,Chennai,25.5
1572,Ivan,23,83504,Kolkata,30.03
1573,Frank,39,112431,Bangalore,17.85
1574,David,54,101290,Kolkata,98.47
1575,David,35,100639,Pune,58.84
1576,Charlie,39,27390,Pune,26.68
1577,Ivan,59,54120,Mumbai,80.81
1578,Bob,45,50633,Hyderabad,16.34
1579,David,23,107638,Pune,29.22
1580,Bob,39,67790,Hyderabad,87.94
1581,Ivan,42,61560,Hyderabad,36.13
1582,Alice,49,37991,Mumbai,14.79
1583,Charlie,56,67154,Bangalore,56.94
1584,Julia,36,78928,Pune,17.03
1585,Eve,28,54424,Pune,30.08
1586,Ivan,58,42749,Delhi,79.84
1587,Eve,30,62854,Hyderabad,70.53
1588,Ivan,41,70809,Pune,43.11
1589,David,30,101824,Bangalore,81.06
1590,Alice,45,92856,Kolkata,20.24
1591,Bob,38,47398,Pune,65.6
1592,Eve,28,34223,Delhi,65.07
1593,Grace,52,48694,Hyderabad,23.67
1594,Alice,23,114540,Kolkata,27.29
1595,David,57,101684,Hyderabad,15.04
1596,David,37,98005,Hyderabad,4.66
1597,David,42,102208,Pune,1.88
1598,Charlie,27,23081,Kolkata,82.72
1599,Eve,27,43309,Bangalore,18.01
1600,Charlie,56,38189,Delhi,56.2
1601,Julia,27,31653,Hyderabad,16.57
1602,Charlie,26,97685,Kolkata,18.72
1603,Julia,19,97520,Pune,28.88
1604,Charlie,50,34493,Bangalore,99.56
1605,Frank,49,34944,Mumbai,68.64
1606,Eve,37,85662,Mumbai,13.33
1607,Bob,42,60819,Pune,72.13
1608,Frank,58,111593,Pune,29.4
1609,Ivan,50,69255,Chennai,17.23
1610,David,51,92013,Mumbai,86.24
1611,Alice,55,75530,Chennai,87.99
1612,David,45,114421,Kolkata,0.13
1613,Frank,55,65529,Hyderabad,71.39
1614,Alice,51,105964,Hyderabad,13.34
1615,Eve,35,103069,Kolkata,62.47
1616,Ivan,52,39047,Bangalore,31.18
1617,Ivan,30,33085,Chennai,80.39
1618,Charlie,40,55279,Pune,60.98
1619,Grace,33,95637,Bangalore,26.76
1620,Julia,36,57198,Pune,68.88
1621,Charlie,56,104024,Delhi,13.26
1622,Eve,57,28833,Delhi,96.55
1623,David,19,79895,Delhi,75.94
1624,Bob,20,61448,Pune,53.22
1625,Alice,32,107427,Delhi,80.28
1626,Grace,46,42205,Hyderabad,10.89
1627,Julia,52,88840,Delhi,74.68
1628,David,32,78346,Hyderabad,86.2
1629,Julia,59,46159,Delhi,87.02
1630,Eve,30,102955,Chennai,71.56
1631,Alice,52,113573,Bangalore,77.04
1632,Eve,47,79730,Bangalore,79.58
1633,Alice,29,95992,Hyderabad,91.39
1634,Frank,42,79438,Hyderabad,59.11
1635,Julia,37,92364,Bangalore,85.88
1636,Julia,51,74473,Chennai,77.91
1637,Frank,47,99399,Mumbai,17.12
1638,Julia,23,79902,Hyderabad,7.49
1639,Grace,30,58440,Pune,83.81
1640,Bob,32,52210,Chennai,58.02
1641,Frank,46,91707,Chennai,70.72
1642,Ivan,48,82374,Hyderabad,67.9
1643,David,23,53777,Pune,90.83
1644,Bob,57,29564,Pune,3.98
1645,David,18,32731,Hyderabad,20.64
1646,Ivan,20,69803,Bangalore,1.62
1647,Frank,25,69483,Pune,94.36
1648,Grace,20,97228,Delhi,52.68
1649,Ivan,58,116470,Chennai,0.94
1650,David,49,97713,Delhi,19.45
1651,David,27,27359,Mumbai,37.44
1652,Bob,43,22101,Delhi,35.26
1653,Grace,37,64034,Hyderabad,18.02
1654,Grace,44,90089,Delhi,28.64
1655,Frank,50,28802,Delhi,58.15
1656,Alice,18,77280,Delhi,12.67
1657,Frank,38,81541,Pune,60.4
1658,Bob,38,105588,Kolkata,50.92
1659,Alice,42,62879,Mumbai,51.23
1660,Ivan,26,103709,Delhi,18.22
1661,Bob,32,37489,Bangalore,70.01
1662,Hana,22,67997,Bangalore,79.22
1663,Alice,19,83583,Hyderabad,57.54
1664,Bob,34,71759,Pune,12.53
1665,Ivan,58,80507,Mumbai,82.97
1666,Eve,55,35840,Chennai,71.92
1667,David,37,41232,Delhi,42.36
1668,Eve,19,63835,Bangalore,78.94
1669,Grace,46,119023,Hyderabad,90.96
1670,Hana,54,63626,Bangalore,4.2
1671,Frank,53,41102,Delhi,54.06
1672,Bob,30,86917,Pune,52.9
1673,Hana,40,58563,Bangalore,37.56
1674,Ivan,32,108641,Bangalore,30.83
1675,Frank,28,67481,Bangalore,27.46
1676,Ivan,32,39183,Delhi,87.44
1677,Frank,33,100246,Mumbai,13.66
1678,Alice,38,116667,Delhi,59.79
1679,Frank,42,57229,Delhi,68.82
1680,Frank,31,114392,Chennai,62.63
1681,Bob,54,42432,Delhi,62.96
1682,Charlie,18,32859,Hyderabad,1.33
1683,Ivan,34,79600,Chennai,80.04
1684,Frank,49,21922,Bangalore,87.1
1685,Frank,57,51372,Kolkata,67.92
1686,Charlie,45,96122,Chennai,18.46
1687,Ivan,21,55997,Delhi,91.29
1688,Ivan,25,52863,Kolkata,12.71
1689,Julia,31,91987,Pune,98.53
1690,Bob,59,59882,Chennai,2.27
1691,Hana,56,33763,Mumbai,25.02
1692,Grace,33,67149,Bangalore,14.06
1693,Julia,52,65511,Hyderabad,75.26
1694,Charlie,47,75788,Bangalore,15.5
1695,Bob,21,56613,Pune,45.55
1696,David,29,78581,Mumbai,39.76
1697,Alice,51,60074,Chennai,11.85
1698,Eve,46,97198,Chennai,33.26
1699,Charlie,51,48863,Mumbai,73.95
1700,Eve,48,54461,Pune,1.63
1701,Alice,57,48684,Bangalore,99.08
1702,Eve,27,110978,Mumbai,61.76
1703,David,18,32113,Hyderabad,27.45
1704,Julia,55,82650,Chennai,10.59
1705,Eve,37,59478,Hyderabad,20.15
1706,Bob,20,74389,Delhi,98.13
1707,Eve,27,79913,Pune,48.41
1708,Alice,25,28413,Mumbai,3.78
1709,Charlie,22,38264,Hyderabad,29.49
1710,Bob,48,33650,Hyderabad,46.04
1711,Julia,56,101501,Kolkata,38.6
1712,Hana,42,113734,Kolkata,43.23
1713,Grace,57,51983,Chennai,72.44
1714,Ivan,39,36961,Bangalore,81.04
1715,Ivan,54,93771,Pune,54.75
1716,Alice,49,78530,Delhi,86.53
1717,Hana,22,21662,Hyderabad,23.45
1718,Hana,50,104337,Bangalore,41.44
1719,Bob,20,57746,Mumbai,94.28
1720,Eve,48,20044,Pune,57.64
1721,Julia,56,118060,Kolkata,28.38
1722,David,26,87556,Bangalore,1.59
1723,Frank,27,45226,Chennai,29.47
1724,Alice,25,48565,Kolkata,48.31
1725,David,39,64214,Chennai,31.85
1726,Hana,39,35644,Kolkata,82.41
1727,Frank,46,65210,Kolkata,0.74
1728,Bob,23,21500,Kolkata,60.86
1729,Ivan,45,77532,Mumbai,20.41
1730,Ivan,49,88939,Hyderabad,1.14
1731,Grace,59,108021,Delhi,12.37
1732,Charlie,47,32626,Pune,30.69
1733,Alice,19,57091,Chennai,8.59
1734,David,38,116073,Kolkata,73.45
1735,Eve,27,51199,Bangalore,18.02
1736,Alice,26,86785,Hyderabad,25.78
1737,Charlie,32,57921,Mumbai,70.95
1738,Charlie,18,55944,Bangalore,14.51
1739,Grace,58,81938,Chennai,24.04
1740,Frank,20,51278,Delhi,88.06
1741,Eve,56,83723,Delhi,80.74
1742,Eve,43,28406,Chennai,33.78
1743,Charlie,28,50913,Kolkata,26.07
1744,David,26,98877,Hyderabad,7.63
1745,Frank,30,111386,Pune,61.48
1746,Ivan,51,37782,Bangalore,92.85
1747,Alice,19,83489,Bangalore,41.35
1748,Frank,19,46827,Chennai,51.29
1749,Bob,36,30775,Bangalore,15.24
1750,Grace,58,47156,Bangalore,95.1
1751,Alice,24,107202,Kolkata,38.16
1752,Hana,50,113940,Mumbai,0.82
1753,Grace,40,46431,Bangalore,44.61
1754,Ivan,36,36756,Delhi,70.08
1755,Alice,57,48015,Kolkata,75.2
1756,Alice,47,35958,Mumbai,42.62
1757,Frank,49,27684,Hyderabad,86.75
1758,Julia,59,89756,Mumbai,98.02
1759,Julia,43,89701,Kolkata,52.23
1760,Frank,49,80057,Hyderabad,34.01
1761,Bob,53,39822,Chennai,83.93
1762,David,52,51794,Chennai,18.33
1763,Bob,48,30300,Bangalore,8.82
1764,Charlie,37,41526,Mumbai,16.71
1765,Hana,56,64750,Hyderabad,80.03
1766,Eve,42,61318,Bangalore,14.26
1767,Hana,27,74002,Delhi,53.14
1768,Bob,33,41779,Hyderabad,87.15
1769,Ivan,23,118610,Pune,17.73
1770,Alice,59,42703,Kolkata,94.46
1771,Hana,31,68254,Bangalore,38.9
1772,Eve,47,33486,Bangalore,11.23
1773,Julia,55,46843,Chennai,38.42
1774,Bob,44,112212,Delhi,46.73
1775,Hana,47,82374,Kolkata,98.94
1776,Charlie,46,118163,Hyderabad,29.82
1777,Alice,55,42710,Chennai,87.72
1778,Alice,55,69048,Hyderabad,4.62
1779,Grace,59,88076,Hyderabad,61.04
1780,David,54,90516,Bangalore,80.67
1781,Hana,39,116524,Pune,40.86
1782,Bob,51,69848,Bangalore,97.65
1783,Grace,24,32116,Mumbai,43.42
1784,Grace,44,101002,Mumbai,53.51
1785,Alice,29,119247,Delhi,11.49
1786,Grace,37,87115,Pune,39.97
1787,Alice,30,94297,Hyderabad,74.24
1788,Alice,59,95983,Chennai,63.67
1789,Charlie,18,101890,Bangalore,60.15
1790,Hana,50,51331,Hyderabad,94.62
1791,Julia,20,78310,Kolkata,77.44
1792,David,39,90899,Kolkata,48.94
1793,David,44,45258,Pune,85.95
1794,David,39,111851,Pune,18.29
1795,Alice,47,36663,Bangalore,6.33
1796,Julia,54,104199,Pune,54.7
1797,Bob,41,22742,Mumbai,21.67
1798,Eve,33,35319,Hyderabad,24.12
1799,Julia,21,21402,Chennai,3.56
1800,Hana,42,57554,Chennai,97.71
1801,Grace,57,92652,Chennai,8.98
1802,David,21,53323,Pune,66.99
1803,Hana,38,66903,Mumbai,49.9
1804,Bob,37,109396,Chennai,14.64
1805,Ivan,49,28154,Pune,77.91
1806,Bob,50,87169,Mumbai,34.12
1807,David,20,112490,Hyderabad,96.86
1808,Julia,40,21797,Pune,71.04
1809,David,30,36344,Delhi,16.12
1810,Alice,51,85304,Pune,94.45
1811,Alice,43,108276,Bangalore,40.51
1812,Julia,26,51523,Mumbai,54.95
1813,Alice,51,62737,Chennai,30.35
1814,Ivan,54,102337,Pune,49.14
1815,David,27,70748,Pune,27.82
1816,Hana,40,22133,Bangalore,60.34
1817,Alice,45,62714,Bangalore,13.7
1818,Alice,56,98922,Pune,34.63
1819,Eve,41,94872,Bangalore,20.8
1820,Eve,43,91007,Chennai,90.12
1821,Alice,25,92266,Mumbai,18.11
1822,Charlie,34,32018,Hyderabad,8.42
1823,Eve,43,77510,Hyderabad,21.69
1824,Julia,34,86940,Hyderabad,87.9
1825,Bob,44,115224,Mumbai,57.74
1826,Frank,32,105644,Bangalore,11.41
1827,Julia,21,107163,Hyderabad,27.1
1828,Grace,57,106953,Delhi,90.14
1829,Bob,18,107437,Kolkata,24.37
1830,Bob,52,23811,Hyderabad,40.29
1831,Charlie,41,69124,Mumbai,39.05
1832,Eve,18,105074,Mumbai,21.33
1833,Hana,30,60015,Chennai,40.99
1834,Charlie,40,82508,Mumbai,66.86
1835,Frank,18,82181,Pune,16.04
1836,Julia,32,109263,Delhi,67.41
1837,Charlie,37,83751,Chennai,7.95
1838,Alice,58,68980,Pune,17.25
1839,Julia,44,108077,Pune,30.08
1840,Ivan,56,38654,Delhi,90.62
1841,Frank,38,88784,Kolkata,68.12
1842,Grace,27,69752,Delhi,73.06
1843,Hana,47,112633,Mumbai,70.69
1844,Eve,37,82598,Bangalore,98.21
1845,Grace,22,36814,Mumbai,24.62
1846,Julia,33,49602,Pune,66.16
1847,Frank,40,78487,Delhi,66.02
1848,David,50,104367,Bangalore,96.94
1849,Charlie,28,56942,Mumbai,60.41
1850,Hana,29,37620,Hyderabad,32.03
1851,Julia,54,91779,Delhi,11.98
1852,Hana,34,108154,Kolkata,65.82
1853,Julia,24,115597,Chennai,14.29
1854,Bob,30,23250,Hyderabad,23.72
1855,Hana,35,119795,Mumbai,54.88
1856,David,43,108587,Bangalore,86.95
1857,Hana,44,60336,Chennai,82.82
1858,Bob,27,118173,Hyderabad,56.53
1859,Hana,51,26800,Bangalore,74.63
1860,Eve,36,64226,Pune,59.7
1861,Alice,27,39551,Bangalore,4.67
1862,Frank,44,108131,Hyderabad,30.33
1863,Ivan,18,52563,Mumbai,46.58
1864,Alice,37,83422,Bangalore,33.85
1865,Grace,56,80684,Hyderabad,51.08
1866,Eve,44,79504,Kolkata,80.25
1867,Eve,55,109161,Chennai,59.19
1868,Ivan,52,35676,Bangalore,66.89
1869,Eve,29,109802,Delhi,21.11
1870,Alice,35,41377,Mumbai,3.33
1871,Hana,42,66839,Delhi,41.43
1872,Julia,23,111227,Chennai,35.46
1873,Eve,18,27420,Mumbai,32.46
1874,Charlie,22,79736,Chennai,38.03
1875,Ivan,38,115617,Bangalore,30.71
1876,Grace,47,101855,Hyderabad,22.63
1877,Hana,53,60214,Pune,15.2
1878,Alice,49,68737,Bangalore,79.43
1879,David,20,70394,Kolkata,58.55
1880,Eve,45,84494,Delhi,56.41
1881,Charlie,58,81087,Delhi,95.29
1882,Hana,42,56278,Delhi,40.23
1883,Ivan,20,69574,Mumbai,98.24
1884,Hana,37,110483,Hyderabad,95.06
1885,Alice,18,65062,Chennai,96.1
1886,Ivan,47,101955,Mumbai,71.54
1887,Bob,25,62588,Mumbai,63.01
1888,David,45,99491,Hyderabad,4.05
1889,Eve,34,50644,Hyderabad,85.64
1890,Charlie,29,39701,Kolkata,98.96
1891,Charlie,45,47676,Kolkata,58.95
1892,Ivan,55,65633,Delhi,49.29
1893,Grace,48,57151,Bangalore,26.57
1894,Bob,40,44052,Bangalore,77.37
1895,Bob,58,69721,Mumbai,51.1
1896,Bob,22,28901,Bangalore,42.96
1897,Julia,22,30726,Bangalore,79.28
1898,Grace,43,76896,Delhi,6.13
1899,Bob,52,70910,Bangalore,33.58
1900,Frank,31,74882,Pune,64.29
1901,David,38,36762,Kolkata,70.03
1902,Alice,20,90150,Pune,27.85
1903,Julia,31,103725,Delhi,42.04
1904,Frank,32,79516,Chennai,77.26
1905,Grace,44,97530,Pune,74.55
1906,Frank,43,59882,Chennai,19.38
1907,Frank,22,101427,Chennai,97.22
1908,Eve,37,117325,Bangalore,62.21
1909,Julia,22,80937,Bangalore,63.79
1910,Alice,41,31485,Delhi,87.9
1911,Hana,38,118544,Hyderabad,50.21
1912,Bob,26,42870,Chennai,29.9
1913,Alice,19,43395,Chennai,47.95
1914,Charlie,44,38618,Mumbai,59.65
1915,Ivan,58,25932,Mumbai,87.93
1916,Charlie,59,26763,Bangalore,80.6
1917,Frank,43,72106,Mumbai,11.51
1918,Frank,19,90240,Mumbai,42.6
1919,Ivan,42,85905,Pune,79.16
1920,Charlie,48,34394,Delhi,10.72
1921,Charlie,33,71611,Bangalore,90.26
1922,Eve,57,86348,Hyderabad,78.41
1923,Eve,35,93823,Mumbai,44.24
1924,Julia,33,99147,Pune,39.42
1925,Hana,40,79139,Chennai,77.94
1926,Ivan,26,92761,Mumbai,0.67
1927,Alice,34,73012,Hyderabad,87.15
1928,Hana,52,71381,Mumbai,66.58
1929,Eve,23,116771,Bangalore,9.9
1930,David,23,106681,Delhi,47.25
1931,Charlie,44,21651,Pune,28.44
1932,Frank,57,56501,Chennai,0.0
1933,Ivan,45,49320,Bangalore,47.76
1934,Charlie,43,51967,Bangalore,48.66
1935,Charlie,41,86264,Chennai,30.33
1936,Grace,58,37569,Hyderabad,30.27
1937,Charlie,44,71205,Chennai,6.45
1938,Charlie,44,66271,Kolkata,60.35
1939,Charlie,47,70374,Pune,13.39
1940,Charlie,49,70640,Bangalore,27.88
1941,Charlie,41,38760,Chennai,49.82
1942,Frank,40,111552,Chennai,49.79
1943,Ivan,41,35836,Mumbai,72.98
1944,Bob,45,42102,Pune,66.4
1945,Julia,18,85303,Hyderabad,80.13
1946,Ivan,25,31058,Kolkata,10.47
1947,Frank,28,110547,Mumbai,35.18
1948,David,29,70940,Chennai,51.13
1949,Ivan,27,56601,Kolkata,97.53
1950,Ivan,34,89649,Bangalore,26.55
1951,Hana,45,92973,Bangalore,58.64
1952,David,29,46780,Delhi,54.7
1953,Bob,56,94271,Pune,98.15
1954,Charlie,43,42593,Delhi,97.54
1955,Ivan,48,114671,Bangalore,56.84
1956,Julia,56,25951,Bangalore,46.45
1957,Eve,39,99358,Mumbai,45.58
1958,Hana,58,30645,Chennai,38.04
1959,Bob,19,107898,Kolkata,56.45
1960,Frank,27,32852,Chennai,43.17
1961,David,33,116643,Bangalore,4.43
1962,Charlie,22,22219,Bangalore,69.57
1963,Charlie,32,108208,Chennai,40.59
1964,Grace,43,32951,Delhi,83.54
1965,David,59,119893,Chennai,76.92
1966,Grace,50,90044,Hyderabad,52.39
1967,Alice,54,98740,Hyderabad,43.61
1968,Frank,29,27701,Delhi,26.55
1969,Alice,42,99213,Pune,81.05
1970,Bob,39,57678,Hyderabad,14.35
1971,Alice,46,79072,Chennai,36.28
1972,Julia,35,79545,Bangalore,29.49
1973,Charlie,41,117666,Kolkata,22.6
1974,Julia,39,105205,Bangalore,58.36
1975,Bob,30,35695,Delhi,37.26
1976,Frank,23,98467,Bangalore,58.04
1977,Alice,44,21359,Hyderabad,18.57
1978,Charlie,24,45931,Mumbai,48.79
1979,Ivan,26,113996,Hyderabad,93.98
1980,Bob,46,46710,Mumbai,69.86
1981,Eve,26,35712,Hyderabad,16.11
1982,Bob,30,93458,Hyderabad,1.22
1983,Alice,39,102253,Bangalore,66.26
1984,Ivan,25,46446,Pune,49.52
1985,Julia,46,20169,Mumbai,36.87
1986,Charlie,28,38225,Mumbai,94.43
1987,Hana,23,83931,Hyderabad,28.42
1988,Bob,54,85653,Bangalore,99.14
1989,Bob,55,36691,Bangalore,7.99
1990,Ivan,18,55216,Hyderabad,24.34
1991,Eve,48,59329,Delhi,7.29
1992,Bob,40,95276,Kolkata,57.05
1993,Hana,18,78036,Delhi,14.86
1994,Ivan,36,65438,Pune,46.73
1995,David,44,66629,Mumbai,9.22
1996,Frank,25,118073,Delhi,91.21
1997,Ivan,45,65550,Pune,60.98
1998,Eve,19,102570,Mumbai,82.77
1999,Ivan,57,24301,Bangalore,5.09
2000,Frank,45,88430,Chennai,50.85
2001,Charlie,57,90270,Mumbai,71.69
2002,Bob,59,20606,Chennai,34.25
2003,Grace,38,79425,Pune,32.67
2004,Charlie,28,70179,Delhi,68.22
2005,Frank,48,34063,Delhi,66.21
2006,David,25,76037,Kolkata,96.21
2007,Grace,29,29617,Hyderabad,60.4
2008,Ivan,45,96072,Hyderabad,79.54
2009,Julia,18,56799,Chennai,18.16
2010,Charlie,42,60208,Delhi,39.02
2011,Julia,46,102977,Pune,91.34
2012,Bob,27,83025,Chennai,87.08
2013,David,51,57570,Bangalore,96.09
2014,Ivan,41,67768,Hyderabad,73.87
2015,Alice,25,81671,Delhi,16.18
2016,Julia,30,81739,Pune,70.77
2017,Ivan,36,101667,Bangalore,0.91
2018,Frank,26,73440,Pune,22.28
2019,Eve,54,86011,Chennai,52.82
2020,Frank,28,112685,Chennai,72.9
2021,David,53,46286,Chennai,11.74
2022,Hana,43,64399,Kolkata,27.61
2023,Bob,43,68786,Delhi,50.02
2024,Julia,39,94424,Hyderabad,5.48
2025,David,33,36135,Chennai,92.77
2026,David,41,39868,Hyderabad,61.29
2027,Frank,26,50506,Hyderabad,33.19
2028,Grace,23,34101,Kolkata,75.75
2029,Hana,37,38320,Chennai,0.1
2030,Frank,36,85948,Delhi,3.49
2031,Ivan,54,22537,Delhi,96.82
2032,Grace,55,26795,Hyderabad,96.37
2033,Hana,33,36763,Mumbai,93.21
2034,Frank,45,92383,Hyderabad,75.96
2035,Bob,39,107442,Pune,88.33
2036,Hana,47,75086,Delhi,3.25
2037,Alice,45,72199,Hyderabad,9.33
2038,Charlie,45,100399,Kolkata,28.52
